"fips","state_fips","county_fips","areaname","state_name","county_name","fipsst","fipsco","region","division","pop1970","pop1971","pop1972","pop1973","pop1974","pop1975","pop1976","pop1977","pop1978","pop1979","pop1980","pop1981","pop1982","pop1983","pop1984","pop1985","pop1986","pop1987","pop1988","pop1989","pop1990","pop1991","pop1992","pop1993","pop1994","pop1995","pop1996","pop1997","pop1998","pop1999","pop2000","pop2001","pop2002","pop2003","pop2004","pop2005","pop2006","pop2007","pop2008","pop2009","pop19904","pop20104","base20104","pop2010","pop2011","pop2012","pop2013","pop2014"
"17029",17,29,"Coles County","Illinois","Coles County","17","029",2,3,47815,49100,49800,50400,49900,50300,52300,52700,52200,52800,52260,53221,52857,52780,52685,52594,52272,52000,52030,51765,51598,51521,51830,51890,52148,52237,52197,52137,51960,51806,53078,52309,52013,52337,52381,52038,52238,52270,52111,52065,51644,,,,,,,
"17031",17,17031,"Cook County, Illinois"," Illinois","Cook County","17","17031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5194675,5195060,5198716,5214988,5232340,5246635,5246456
"17031",17,31,"Cook County","Illinois","Cook County","17","031",2,3,5493769,5523000,5505800,5452100,5428300,5398300,5385700,5367300,5340700,5287100,5253628,5220295,5222484,5213812,5220920,5201817,5187228,5172398,5140402,5124344,5104786,5124753,5156409,5173663,5182502,5186349,5191223,5189148,5192396,5192326,5376861,5376559,5355574,5330484,5302421,5268513,5236986,5235762,5256705,5287037,5105044,,,,,,,
"17033",17,33,"Crawford County","Illinois","Crawford County","17","033",2,3,19824,19500,19800,19800,19900,20300,20600,20700,20900,21000,20818,21318,21292,21229,21079,20896,20740,20404,20058,19787,19396,20082,20546,20745,20989,21020,21083,21005,20950,20854,20398,20299,20086,19920,19820,19754,19619,19502,19415,19433,19464,,,,,,,
"17033",17,17033,"Crawford County, Illinois"," Illinois","Crawford County","17","17033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19817,19817,19808,19783,19627,19514,19393
"17035",17,17035,"Cumberland County, Illinois"," Illinois","Cumberland County","17","17035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11048,11048,11041,11068,10936,10871,10833
"17035",17,35,"Cumberland County","Illinois","Cumberland County","17","035",2,3,9772,9700,10100,10300,10400,10600,10600,10900,11000,10900,11062,11107,10966,10955,10927,10879,10792,10753,10744,10659,10690,10764,10815,10915,11005,11057,11151,11131,11118,11101,11256,11149,11051,10912,10895,10841,10856,10795,10803,10716,10670,,,,,,,
"17037",17,17037,"DeKalb County, Illinois"," Illinois","DeKalb County","17","17037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105160,105160,105119,104520,104693,104802,105462
"17037",17,37,"DeKalb County","Illinois","DeKalb County","17","037",2,3,71654,71700,72200,70900,71400,72600,73100,73700,72900,74000,74628,74853,74399,73711,72697,72978,74011,74844,75789,76625,78292,79272,79865,80880,81807,83161,84033,84900,85896,86993,89334,90838,92449,94804,97079,99485,102752,105321,106503,107333,77932,,,,,,,
"17039",17,17039,"De Witt County, Illinois"," Illinois","De Witt County","17","17039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16561,16561,16578,16548,16492,16401,16284
"17039",17,39,"De Witt County","Illinois","De Witt County","17","039",2,3,16975,17000,17400,17600,17400,17600,17700,17900,18100,18100,18108,18168,17861,17673,17584,17442,17136,16741,16620,16543,16554,16613,16675,16723,16851,16822,16734,16754,16737,16676,16790,16726,16546,16494,16421,16400,16419,16327,16272,16034,16516,,,,,,,
"17041",17,41,"Douglas County","Illinois","Douglas County","17","041",2,3,18997,18900,19200,19300,19500,19800,20200,20000,19900,19800,19774,19950,19793,19763,19590,19552,19663,19665,19534,19444,19459,19452,19449,19535,19632,19756,19768,19874,19885,19872,19925,19916,19825,19729,19738,19652,19580,19466,19313,19169,19464,,,,,,,
"17041",17,17041,"Douglas County, Illinois"," Illinois","Douglas County","17","17041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19980,19982,19957,19826,19832,19829,19889
"17043",17,17043,"DuPage County, Illinois"," Illinois","DuPage County","17","17043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,916924,916896,917911,923352,926933,931522,932708
"17043",17,43,"DuPage County","Illinois","DuPage County","17","043",2,3,487966,506400,518900,539500,550400,567800,580200,602900,621500,636600,658876,669770,682289,690201,701251,714497,726512,741405,757986,771288,785572,800222,813618,828385,842730,852140,859810,869956,880996,892547,906576,914228,918864,920457,922962,922589,922190,922948,927382,932541,781689,,,,,,,
"17045",17,45,"Edgar County","Illinois","Edgar County","17","045",2,3,21591,21500,21600,21600,21500,21600,21700,21700,21500,21800,21725,22034,21729,21674,21251,20968,20729,20386,20016,19810,19547,19461,19441,19647,19784,19974,20117,19876,19780,19528,19657,19560,19339,19124,19046,18946,18900,18811,18624,18471,19595,,,,,,,
"17045",17,17045,"Edgar County, Illinois"," Illinois","Edgar County","17","17045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18576,18576,18505,18396,18153,17958,17841
"17047",17,47,"Edwards County","Illinois","Edwards County","17","047",2,3,7090,7000,7200,7300,7400,7600,7700,7800,7800,7900,7961,8110,8129,8165,8220,8153,8029,7898,7744,7578,7420,7391,7372,7282,7214,7224,7132,7026,6950,6874,6967,6854,6799,6792,6706,6647,6520,6525,6496,6444,7440,,,,,,,
"17047",17,17047,"Edwards County, Illinois"," Illinois","Edwards County","17","17047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6721,6721,6726,6684,6731,6678,6617
"17049",17,17049,"Effingham County, Illinois"," Illinois","Effingham County","17","17049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34242,34242,34197,34253,34322,34306,34320
"17049",17,49,"Effingham County","Illinois","Effingham County","17","049",2,3,24608,25400,26000,26400,26800,28000,28700,29500,29900,30400,30944,31616,31167,31400,31208,31354,31282,31370,31494,31644,31748,31887,32032,32270,32636,32882,33219,33381,33536,33786,34260,34358,34309,34422,34520,34384,34315,34246,34274,34424,31704,,,,,,,
"17051",17,51,"Fayette County","Illinois","Fayette County","17","051",2,3,20752,21000,21100,21100,21300,21300,21500,21700,22000,22000,22167,22444,22282,22397,22058,21788,21665,21440,21253,21051,20900,20770,20834,21041,21105,21325,21553,22097,22125,22022,21792,21512,21490,21086,20597,21139,21086,20959,20957,20935,20893,,,,,,,
"17051",17,17051,"Fayette County, Illinois"," Illinois","Fayette County","17","17051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22140,22142,22116,22160,22022,22037,21870
"17053",17,17053,"Ford County, Illinois"," Illinois","Ford County","17","17053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14081,14081,14078,13954,13998,13814,13688
"17053",17,53,"Ford County","Illinois","Ford County","17","053",2,3,16382,15600,15300,15600,15400,15300,15300,15000,15200,15300,15265,15506,15311,15220,15014,14921,14854,14642,14589,14550,14221,14043,14004,13931,13929,14131,14124,14139,14068,14045,14209,14143,14087,14034,14049,13975,13957,14056,13943,13911,14275,,,,,,,
"17055",17,17055,"Franklin County, Illinois"," Illinois","Franklin County","17","17055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39561,39989,40023,40002,39862,39572,39411
"17055",17,55,"Franklin County","Illinois","Franklin County","17","055",2,3,38329,39600,39200,40500,40700,41400,42200,42600,42800,42700,43201,44084,43561,43726,43098,42969,42844,42145,41264,40627,40274,40207,40111,40293,40494,40659,40924,40569,40456,40365,39016,38784,38842,38958,39149,39381,39309,39217,39288,39312,40319,,,,,,,
"17057",17,17057,"Fulton County, Illinois"," Illinois","Fulton County","17","17057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37069,37069,37071,36973,36659,36369,36007
"17057",17,57,"Fulton County","Illinois","Fulton County","17","057",2,3,41900,42500,42800,43000,43300,43400,43600,43700,44100,43600,43687,43863,43107,42341,41281,39793,38649,38304,38133,38070,38086,38220,38408,38422,38481,38597,39026,38823,38712,38679,38240,37847,37488,37516,37372,37121,36984,36831,36714,36652,38080,,,,,,,
"17059",17,59,"Gallatin County","Illinois","Gallatin County","17","059",2,3,7418,7700,7600,7500,7600,7700,7600,7800,7600,7800,7590,7850,7719,7718,7644,7602,7490,7309,7077,6952,6906,6805,6810,6835,6783,6740,6742,6645,6627,6586,6427,6306,6175,6148,6108,6069,6026,5940,5867,5705,6909,,,,,,,
"17059",17,17059,"Gallatin County, Illinois"," Illinois","Gallatin County","17","17059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5589,5589,5578,5510,5414,5401,5291
"17061",17,61,"Greene County","Illinois","Greene County","17","061",2,3,17014,16800,17100,17300,17100,17300,17300,17300,16900,16800,16661,16846,16519,16262,15986,15874,15695,15590,15519,15340,15336,15261,15262,15489,15562,15627,15625,15707,15735,15737,14746,14592,14588,14339,14163,14102,13862,13680,13613,13567,15317,,,,,,,
"17061",17,17061,"Greene County, Illinois"," Illinois","Greene County","17","17061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13886,13886,13877,13841,13616,13617,13434
"17063",17,63,"Grundy County","Illinois","Grundy County","17","063",2,3,26535,27400,28000,28100,28000,28400,28800,29400,30400,30500,30582,30948,30677,30619,30735,30845,31024,31313,31575,31951,32495,33247,33742,34252,34670,35047,35619,36227,36748,37181,37678,38195,38624,39414,40862,43443,45602,47094,48005,48421,32337,,,,,,,
"17063",17,17063,"Grundy County, Illinois"," Illinois","Grundy County","17","17063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50063,50063,50098,50045,50150,50149,50425
"17065",17,17065,"Hamilton County, Illinois"," Illinois","Hamilton County","17","17065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8457,8457,8449,8416,8364,8329,8296
"17065",17,65,"Hamilton County","Illinois","Hamilton County","17","065",2,3,8665,8700,8700,8700,8800,8800,8900,9100,9200,9400,9172,9351,9271,9280,9166,9086,8919,8841,8750,8599,8484,8465,8453,8471,8453,8550,8573,8601,8616,8583,8604,8492,8370,8318,8372,8277,8264,8148,8145,8096,8499,,,,,,,
"17067",17,67,"Hancock County","Illinois","Hancock County","17","067",2,3,23664,23200,22800,23000,22800,22900,23200,23400,23500,23800,23877,24200,23781,23562,23247,22720,22308,22051,21729,21441,21365,21416,21583,21600,21463,21380,21330,21151,21153,20965,20089,19938,19590,19386,19215,19036,18893,18761,18553,18359,21373,,,,,,,
"17067",17,17067,"Hancock County, Illinois"," Illinois","Hancock County","17","17067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19104,19104,19093,19019,18835,18531,18564
"17069",17,17069,"Hardin County, Illinois"," Illinois","Hardin County","17","17069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4320,4320,4304,4281,4257,4158,4129
"17069",17,69,"Hardin County","Illinois","Hardin County","17","069",2,3,4914,4900,5000,5100,5100,5200,5300,5300,5400,5500,5383,5506,5388,5400,5469,5369,5294,5356,5231,5223,5188,5127,5204,5248,5141,5115,5024,4967,4932,4907,4787,4762,4701,4737,4673,4617,4506,4462,4408,4358,5189,,,,,,,
"17071",17,71,"Henderson County","Illinois","Henderson County","17","071",2,3,8451,8400,8400,8500,8500,8600,8500,8700,8900,9100,9114,9144,8976,8961,8799,8653,8418,8340,8316,8255,8067,8134,8277,8333,8268,8459,8502,8636,8621,8593,8209,8181,8103,7944,7915,7780,7602,7551,7463,7354,8096,,,,,,,
"17071",17,17071,"Henderson County, Illinois"," Illinois","Henderson County","17","17071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7331,7328,7325,7201,7019,6909,6916
"17073",17,73,"Henry County","Illinois","Henry County","17","073",2,3,53217,52400,52800,53800,54800,56000,56200,56800,57400,58100,57968,57618,56769,56329,55530,54721,53681,52738,52101,51652,51086,51085,51266,51142,51353,51647,51657,51501,51542,51862,51049,50561,50166,50263,49925,49838,49526,49521,49417,49314,51159,,,,,,,
"17073",17,17073,"Henry County, Illinois"," Illinois","Henry County","17","17073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50486,50485,50432,50267,50071,49750,49635
"17075",17,75,"Iroquois County","Illinois","Iroquois County","17","075",2,3,33532,34000,34100,34500,34000,33900,34100,33800,33700,33400,32976,33481,33081,32760,32541,32156,31765,31595,31209,30997,30777,30883,31133,31336,31374,31336,31477,31407,31274,31196,31320,30938,30698,30539,30318,30331,30063,30018,29983,29690,30787,,,,,,,
"17075",17,17075,"Iroquois County, Illinois"," Illinois","Iroquois County","17","17075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29718,29718,29663,29510,29289,29017,28879
"17077",17,77,"Jackson County","Illinois","Jackson County","17","077",2,3,55008,56400,56800,54900,54900,57300,60300,61400,61000,61200,61649,62529,62399,62538,61480,61440,61080,61215,60890,60956,61055,60706,61137,61813,61518,61609,61390,61121,60851,60651,59612,59354,58577,58750,58711,59095,59064,58216,58151,58103,61067,,,,,,,
"17077",17,17077,"Jackson County, Illinois"," Illinois","Jackson County","17","17077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60218,60218,60386,60366,60214,59981,59677
"17079",17,17079,"Jasper County, Illinois"," Illinois","Jasper County","17","17079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9698,9698,9706,9740,9644,9577,9623
"17079",17,79,"Jasper County","Illinois","Jasper County","17","079",2,3,10741,10700,11000,10900,11000,11200,11300,11400,11200,11300,11318,11452,11491,11491,11289,11133,11135,10979,10888,10688,10613,10597,10597,10619,10645,10646,10640,10616,10635,10571,10070,10037,9972,9900,9916,9787,9669,9619,9622,9530,10609,,,,,,,
"17081",17,17081,"Jefferson County, Illinois"," Illinois","Jefferson County","17","17081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38827,38825,38804,38791,38730,38721,38534
"17081",17,81,"Jefferson County","Illinois","Jefferson County","17","081",2,3,31848,32300,32700,33200,33000,33800,34500,35200,35500,35900,36558,37887,38004,38252,38281,38577,38103,37578,37171,36995,37069,37060,37120,38229,38751,39032,39052,39064,39040,39188,40053,40008,40028,40028,40034,40097,40109,40096,40069,39944,37020,,,,,,,
"17083",17,83,"Jersey County","Illinois","Jersey County","17","083",2,3,18492,19300,19500,19500,19500,19700,19800,20000,20100,20400,20538,20802,20611,20551,20376,20243,20331,20510,20482,20528,20538,20751,20918,21059,20820,21079,21153,21282,21515,21573,21655,21708,21898,21938,22127,22181,22354,22379,22597,22549,20539,,,,,,,
"17083",17,17083,"Jersey County, Illinois"," Illinois","Jersey County","17","17083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22985,22985,22964,22850,22732,22638,22571
"17085",17,85,"Jo Daviess County","Illinois","Jo Daviess County","17","085",2,3,21766,22300,22400,22300,22300,22700,23000,23300,23200,23500,23520,23786,23469,23185,22944,22871,22592,22294,22175,22069,21779,21911,21784,22012,22012,21827,21750,21669,21502,21562,22276,22391,22305,22430,22298,22244,22309,22169,22089,21990,21821,,,,,,,
"17085",17,17085,"Jo Daviess County, Illinois"," Illinois","Jo Daviess County","17","17085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22678,22677,22660,22621,22380,22218,22254
"17087",17,87,"Johnson County","Illinois","Johnson County","17","087",2,3,7550,7500,7800,8300,8600,9000,9200,9500,9500,9900,9624,9944,9964,10128,10275,10995,11173,11249,11314,11317,11340,11548,11736,11657,12142,12741,13060,13179,13546,13598,12920,13020,12715,13445,13506,13486,13687,13688,13675,13730,11347,,,,,,,
"17087",17,17087,"Johnson County, Illinois"," Illinois","Johnson County","17","17087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12582,12582,12610,12635,12756,12648,12601
"17089",17,89,"Kane County","Illinois","Kane County","17","089",2,3,251005,255600,258500,261700,265800,267600,269300,271100,276200,277000,278405,280143,278859,280933,286381,289277,293743,298651,305242,311186,319631,326394,333742,341561,349361,360416,371145,381807,391686,402622,407511,423822,440157,453855,466937,475350,485142,495416,504057,511892,317471,,,,,,,
"17089",17,17089,"Kane County, Illinois"," Illinois","Kane County","17","17089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515269,515302,516020,519923,521843,524277,527306
"17091",17,17091,"Kankakee County, Illinois"," Illinois","Kankakee County","17","17091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113449,113449,113462,113453,112926,112193,111375
"17091",17,91,"Kankakee County","Illinois","Kankakee County","17","091",2,3,97250,98700,99700,99400,99800,100000,100500,101600,103000,104200,102926,102544,101218,99560,98513,97039,95926,95692,95481,95611,96528,97425,98913,100329,101167,101410,101645,102167,102318,102720,103879,104816,105416,106096,107424,108453,110108,111725,112719,113215,96255,,,,,,,
"17093",17,93,"Kendall County","Illinois","Kendall County","17","093",2,3,26374,27000,28600,29800,30400,31200,32100,33600,34900,36600,37202,37847,37531,37093,37261,37283,37322,37813,38416,39131,39527,40391,41189,42270,43938,45378,47795,49854,51793,53659,55217,58093,61755,66868,72336,79054,87864,97112,101499,104821,39413,,,,,,,
"17093",17,17093,"Kendall County, Illinois"," Illinois","Kendall County","17","17093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114736,114735,115240,116711,118145,119525,121350
"17095",17,95,"Knox County","Illinois","Knox County","17","095",2,3,60939,60600,61000,61300,62100,62300,62300,62100,62000,61700,61607,60973,59943,59365,58668,57554,56636,56898,56700,56526,56368,56344,56333,56392,56117,55993,55749,55642,55606,55373,55754,55166,54650,53939,53290,52729,52300,51932,51778,51648,56393,,,,,,,
"17095",17,17095,"Knox County, Illinois"," Illinois","Knox County","17","17095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52919,52919,52919,52700,52314,52235,52069
"17097",17,97,"Lake County","Illinois","Lake County","17","097",2,3,382638,385200,391400,391600,398900,408000,416600,426500,434000,440700,440387,449826,451470,455347,457407,465821,473870,482608,492692,505632,519839,530207,539877,549893,560939,572988,586390,598080,608348,617975,648116,660454,671443,676086,684394,691815,698305,702479,707622,712567,516418,,,,,,,
"17097",17,17097,"Lake County, Illinois"," Illinois","Lake County","17","17097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703462,703409,704141,701012,701513,704000,705186
"17099",17,17099,"LaSalle County, Illinois"," Illinois","LaSalle County","17","17099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113924,113922,113866,113463,112882,112039,111241
"17099",17,99,"LaSalle County","Illinois","LaSalle County","17","099",2,3,111409,112000,111500,110900,110200,110000,110300,110100,109800,108800,112033,110949,109687,108926,108595,107957,107473,107017,106303,106468,107094,107377,107867,108642,108886,109215,109805,109954,110193,110248,111516,111976,111504,110468,111407,111660,112075,112498,112732,112498,106913,,,,,,,
"17101",17,17101,"Lawrence County, Illinois"," Illinois","Lawrence County","17","17101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16833,16903,16916,16814,16698,16683,16519
"17101",17,101,"Lawrence County","Illinois","Lawrence County","17","101",2,3,17522,17900,17800,18000,18100,17900,18000,18200,17900,17800,17807,18190,18232,18212,18092,17860,17301,16834,16464,16229,15917,15969,15857,15851,15893,15946,15754,15521,15325,15149,15390,15271,16042,16407,16460,16730,16489,16598,16525,16408,15972,,,,,,,
"17103",17,103,"Lee County","Illinois","Lee County","17","103",2,3,37947,37900,37000,37100,36700,36900,36900,36800,37000,36500,36328,36633,35724,34656,34476,34330,34238,34184,34249,34210,34471,34676,34861,35245,35478,35872,35830,35985,35973,35734,36053,35913,35477,35096,35072,34863,34963,35150,35075,34919,34392,,,,,,,
"17103",17,17103,"Lee County, Illinois"," Illinois","Lee County","17","17103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36031,36031,35970,35515,35141,34881,34735
"17105",17,17105,"Livingston County, Illinois"," Illinois","Livingston County","17","17105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38950,38950,38853,38844,38535,38243,37903
"17105",17,105,"Livingston County","Illinois","Livingston County","17","105",2,3,40690,41900,41800,41400,41500,41700,41500,41900,42000,41500,41381,41417,41003,40481,40495,40191,39799,39441,39481,39405,39357,39088,39564,39884,40061,40342,39617,39793,39641,39639,39651,39634,39111,38572,38462,38236,37997,37983,37834,37777,39301,,,,,,,
"17107",17,107,"Logan County","Illinois","Logan County","17","107",2,3,33538,33700,32800,32800,32800,32900,33000,32400,32600,31600,31802,32103,31419,31110,30947,31354,31046,30824,30880,30989,30775,30783,30970,31017,31131,31441,31354,31429,31892,31733,31149,30880,30713,30486,30452,30211,29938,29880,29907,29776,30798,,,,,,,
"17107",17,17107,"Logan County, Illinois"," Illinois","Logan County","17","17107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30305,30305,30283,30259,30003,29943,29746
"17109",17,17109,"McDonough County, Illinois"," Illinois","McDonough County","17","17109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32612,32612,32596,32501,32545,32420,31880
"17109",17,109,"McDonough County","Illinois","McDonough County","17","109",2,3,36653,37500,40300,40600,40600,39400,40000,39700,38700,37200,37467,38592,38348,37471,36601,35954,35315,34955,35038,35187,35229,35242,35032,35149,35340,35389,35439,35399,35480,35228,32855,32800,32813,33001,32838,32930,32968,33080,32787,32770,35244,,,,,,,
"17111",17,111,"McHenry County","Illinois","McHenry County","17","111",2,3,111555,112100,114500,120100,122100,124900,128300,133700,138200,143600,147897,148814,149834,151784,154773,157672,161268,165577,170847,176311,185239,192470,199434,207719,216017,224318,230521,236043,241046,246812,261887,269976,278222,286909,294351,301741,309214,314696,318118,320961,183241,,,,,,,
"17111",17,17111,"McHenry County, Illinois"," Illinois","McHenry County","17","17111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308760,308826,309114,307899,307775,307367,307283
"17113",17,17113,"McLean County, Illinois"," Illinois","McLean County","17","17113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169572,169572,169843,170734,172418,174893,174061
"17113",17,113,"McLean County","Illinois","McLean County","17","113",2,3,104389,107900,113000,114200,114900,114000,115400,116800,117500,118200,119149,119963,120379,121622,122295,122918,122638,124317,126021,127624,129609,131639,133198,135395,136752,139209,140183,141699,143366,145477,150897,152622,155630,157257,158395,159374,161802,163983,165571,167699,129180,,,,,,,
"17115",17,115,"Macon County","Illinois","Macon County","17","115",2,3,125010,125300,125200,126900,127800,129200,129700,131400,132400,132400,131375,130295,128485,126932,126033,124970,122775,120527,119024,117723,117212,117698,117779,117206,116569,116150,115232,114160,113675,113219,114476,113307,111980,110656,109987,109582,109025,108722,108326,108204,117206,,,,,,,
"17115",17,17115,"Macon County, Illinois"," Illinois","Macon County","17","17115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110768,110768,110757,110582,110043,109435,108350
"17117",17,17117,"Macoupin County, Illinois"," Illinois","Macoupin County","17","17117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47765,47765,47784,47807,47208,46892,46453
"17117",17,117,"Macoupin County","Illinois","Macoupin County","17","117",2,3,44557,44800,45600,46200,46600,47300,47600,48200,48600,48500,49384,49902,49412,49410,49274,49182,48978,48723,48375,47921,47688,47895,47859,48082,48424,48683,48943,48879,48753,49020,48989,48829,48769,48709,48633,48416,48165,48234,48150,47774,47679,,,,,,,
"17119",17,17119,"Madison County, Illinois"," Illinois","Madison County","17","17119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269282,269328,269341,268500,268039,267247,266560
"17119",17,119,"Madison County","Illinois","Madison County","17","119",2,3,250911,254000,255100,253300,252500,251300,250900,249500,250600,251500,247664,246702,244437,244885,245117,246494,247243,248041,248932,248251,249751,251821,253274,254570,255805,256947,257567,258925,259185,259434,259120,260460,261346,263023,264032,264911,266119,267105,267839,268457,249238,,,,,,,
"17121",17,17121,"Marion County, Illinois"," Illinois","Marion County","17","17121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39437,39437,39455,39014,38923,38646,38571
"17121",17,121,"Marion County","Illinois","Marion County","17","121",2,3,38986,39800,40300,40700,40600,40800,41100,42100,42700,44000,43523,44534,44347,44419,44139,43675,43272,42791,42232,41768,41613,41574,41631,41776,41774,41983,42143,42086,41932,41813,41687,41365,40893,40454,40035,39688,39736,39584,39422,39008,41561,,,,,,,
"17123",17,17123,"Marshall County, Illinois"," Illinois","Marshall County","17","17123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12640,12640,12630,12508,12301,12140,12014
"17123",17,123,"Marshall County","Illinois","Marshall County","17","123",2,3,13302,13300,12900,13300,13300,13400,13600,13700,13700,13900,14479,14524,14308,14177,13805,13478,13164,13027,12967,12883,12865,12809,12853,12758,12724,12799,12791,12847,12895,12974,13138,12920,12941,12905,12997,12934,12877,12895,12745,12702,12846,,,,,,,
"17125",17,125,"Mason County","Illinois","Mason County","17","125",2,3,16180,16700,17200,17200,17700,18300,19000,19500,19800,19500,19492,19285,18797,18448,17906,17520,16994,16625,16432,16238,16296,16448,16592,16677,16697,16745,16740,16856,16833,16797,16009,15966,15851,15711,15660,15450,15129,15048,14965,14785,16269,,,,,,,
"17125",17,17125,"Mason County, Illinois"," Illinois","Mason County","17","17125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14666,14666,14645,14475,14339,14187,13898
"17127",17,127,"Massac County","Illinois","Massac County","17","127",2,3,13889,13600,13800,13900,13800,14100,14400,14600,14700,15200,14990,15196,15069,14996,14951,14968,15022,14830,14915,14747,14775,14804,14930,15117,15211,15240,15316,15492,15528,15414,15127,15022,15103,15043,15232,15211,15085,15113,15027,14970,14752,,,,,,,
"17127",17,17127,"Massac County, Illinois"," Illinois","Massac County","17","17127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15429,15429,15400,15312,15143,14980,14905
"17129",17,17129,"Menard County, Illinois"," Illinois","Menard County","17","17129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12705,12705,12693,12709,12709,12608,12570
"17129",17,129,"Menard County","Illinois","Menard County","17","129",2,3,9685,9800,10200,10300,10600,10800,11100,11200,11400,11300,11700,11769,11682,11640,11603,11592,11489,11404,11334,11305,11136,11261,11410,11660,11909,12149,12325,12446,12525,12724,12493,12482,12473,12473,12516,12394,12376,12518,12546,12466,11164,,,,,,,
"17131",17,131,"Mercer County","Illinois","Mercer County","17","131",2,3,17294,17300,17300,17700,17800,18200,18600,18700,19000,19600,19286,19586,19468,19254,18977,18584,18106,17893,17771,17467,17280,17316,17332,17325,17415,17495,17516,17579,17622,17644,16950,16898,16872,16751,16689,16554,16478,16429,16465,16276,17290,,,,,,,
